cleaned_tweet,product,reply,Polarity,Sentiment
convoy led indian defence attaché continuous touch iaf authority along till reached airstrip wadi sayyidna airstrip question degraded surface navigational approach aid fuel critically,Surface,,0.0,Neutral
bolivia salar uyuni world largest salt flat remains prehistoric lake long evaporated rain reflective surface becomes world largest mirror used even space calibrate sensor satellite matiasderada,Surface,,-0.037500000000000006,Negative
childhood trauma come surface closest relationship push people away even though want close shut fear sabotage relationship never felt safe,Surface,,0.5,Positive
irritated doesnt even scratch surface,Surface,,0.0,Neutral
anthony richardson little brother sent message support drafted big brother gave advice right back nfldraft,Surface,,0.024553571428571425,Positive
anthony richardson little brother sent message support drafted big brother gave advice right back nfldraft,Surface,,0.024553571428571425,Positive
body count discourse cute everybody side revealing theyre scared men scared cant lock wife woman scared theyll get nexted slut surface seems like youre weird freak deep want love,Surface,,0.125,Positive
convoy led indian defence attaché continuous touch iaf authority along till reached airstrip wadi sayyidna airstrip question degraded surface navigational approach aid fuel critically,Surface,,0.0,Neutral
microvibration bass motorthe floating curved surface smooth fit skin removing hair root,Surface,,0.21666666666666667,Positive
convoy led indian defence attaché continuous touch iaf authority along till reached airstrip wadi sayyidna airstrip question degraded surface navigational approach aid fuel critically,Surface,,0.0,Neutral
morocco warm right wind happened blow spain surface area globe cherry picking everyone ignoring heat turkmenistan climate propagandist,Surface,,0.44285714285714284,Positive
three shipping used magnet industry chevalier machinery inc smartiv series multifunctional cnc surface grinder capable producing complicated shape highly accurate workpiece along finer finish chevaliermachinery,Surface,,0.03333333333333336,Positive
feel like dont appreciate much actual lore real world mythology go story obey surface fun little comfort game kissing ikemen actually incredibly wellwritten whoever translates wonderful well,Surface,,0.25892857142857145,Positive
rauholic like raul even refused drink milk infancy bcoz knew one day eat ice amp cream wonder screw bolt amp nut surface congy back bench,Surface,,0.0,Neutral
like needle surface keep turning turn time left hurry powerless stock,Surface,,-0.25,Negative
make want bypass moon leapfrog china sending crew mar nasa already done nothing prove returning lunar surface,Surface,,0.0,Neutral
surface low would need track much order severe weather occur region right wont instability low tracking basically right overhead,Surface,,0.15428571428571428,Positive
underappreciated storyline happening right surface rfk polling democrat voter dnc wont even host primary debate,Surface,,0.34285714285714286,Positive
ironically even though crypto money money money surface founder meet share value transcend ogs especially care deeply increasing freedom fighting censorship taking selfsovereign moneyidentity mainstream,Surface,,0.0,Neutral
sure thats graph showing showing sexual activity abstinenceonly simultaneously decrease sexual activity increasing pregnancy even seems counterintuitive surface,Surface,,0.5,Positive
lost little merit placewhen allow element like pappu yadav hijack protest waited truth surface instead attacking govt instantly clear wrestlerprotest toolkit,Surface,,-0.04374999999999999,Negative
anthony richardson little brother sent message support drafted big brother gave advice right back nfldraft,Surface,,0.024553571428571425,Positive
microvibration bass motorthe floating curved surface smooth fit skin removing hair root,Surface,,0.21666666666666667,Positive
tub edgar degas delicate artwork monotype single print made inked glass surface drawn quickly boldly,Surface,,-0.012698412698412709,Negative
subject become problem lol mean get course surface look terrible got ta remember moved like going pakistan complaining say marry child,Surface,,-0.16979166666666665,Negative
subject become problem lol mean get course surface look terrible got ta remember moved like going pakistan complaining say marry child,Surface,woke left muslim community avoid stuff like suit muslim community use left identity politics prosper,-0.16979166666666665,Negative
