cleaned_tweet,product,reply,Polarity,Sentiment
watching video say bye bye akanu ibiam airport enugu edge enugu airport ebonyi right proximity umuahiaafikpo rebuilt dualized nwoke orba nsk mere enugu taati,Edge,,-0.10714285714285715,Negative
shes reminder bitter care haunting vividly serial specter house mirror calling see welcome tugging amp sanity flees razor edge kill bedlam creeping may final victim onepicpoetry,Edge,,0.15,Positive
gemini libra aquarius know better get better amp exesold friend dont like pulling people card left amp right youre standing power mightve even got pushed edge amp dont know approach,Edge,,0.3214285714285714,Positive
come venezuela land love leave due economic problem arrived colombia country incredibly grateful thank ecw providing wresources need study camila postcardsfromtheedge,Edge,,0.36875,Positive
dont think anything better show much tone edge ninth tenth doctor able say bitch anymore lmao,Edge,,0.44999999999999996,Positive
yes love always edge seat always end eatingggg,Edge,,0.5,Positive
true still edge samberg he apparently serious role ive looking,Edge,,0.008333333333333331,Positive
get competitive edge roblox free robux visit website today,Edge,,0.4,Positive
happy announce launch ambassador program ready join exclusive program promoting cuttingedge marketing platform click link find ambassadorprogram,Edge,,0.5,Positive
double spinning edge,Edge,,0.0,Neutral
brought edge palermo middle nowhere never pasticceria look like average better holiday book wife apology rubbish street florio sicily novel,Edge,,0.11666666666666665,Positive
driver likely sounded horn someone close edge platform would improper use horn also maybe could learn english better,Edge,,0.16666666666666666,Positive
satoshiplus testament power innovation core marrying proven strength bitcoins pow cuttingedge adaptability delegated po,Edge,,0.0,Neutral
continually upgraded new avionics weapon system capability ensuring remain cuttingedge platform capable countering evolving russian threat,Edge,,0.11212121212121212,Positive
continually upgraded new avionics weapon system capability ensuring remain cuttingedge platform capable countering evolving russian threat,Edge,serf valuable asset nato allied force contributing joint operation enhancing interoperability aircraft including russian federation,0.11212121212121212,Positive
really small bet didnt feel like enough informational edge big like sbny figured others seemed know talking given high payout willing throw tiny bet,Edge,,0.02666666666666667,Positive
totally onboard similar happened house came home work found crumb edge scraping rang work saying wed burgled convinced asked photo damage sent pic clover whilst completely unamused stopped,Edge,,0.03333333333333333,Positive
throw tape mcdonald he kicked inside way play nfl different guy edge quick foot change direction get skinny drop hip explode best wide early career,Edge,,0.26666666666666666,Positive
get edge every match free vbucks fortnite,Edge,,0.4,Positive
maybe money management something play constantly going budget thinking cute thing would absolutely send edge lmaooo like would get,Edge,,0.2333333333333333,Positive
airtoair combat engage enemy aircraft using variety missile including sidewinder amraam sparrow weapon give edge russian aircraft like,Edge,,0.0,Neutral
nidopro iot base smart hydroponic system ready take cultivation next level nido one cuttingedge technology automates optimize growing process maximum yield efficiency southkorea,Edge,,-0.09642857142857143,Negative
none good bad altho case one would specifically worse others anyways,Edge,,-0.1333333333333333,Negative
giving slight edge better rebounder,Edge,,0.16666666666666669,Positive
ready trade cuttingedge defi look top dex trading volume ecosystem latest research highlight active dex option crypto portfolio check defi arbitrum,Edge,,0.26666666666666666,Positive
let talk third period njdevils last night goal edge corsi edge shot edge expected goal percentage,Edge,,-0.03333333333333333,Negative
understand concern commander fan forbes undersized pound never stopped involved run support tackling nice example alabama forbes working edge make strong tackle,Edge,,0.5166666666666666,Positive
western edge stared vast yellow sea farther 情趣内衣 ruin brother rasped,Edge,,0.0,Neutral
dont think constitutional reform anyone think government priority moment want indy indy knife edge unity seems inevitable hit iceberg rishi call arent going away,Edge,,0.0,Neutral
raw judgement day roxanne pérez edge viking raider bianca belair street profit emma cody rhodes kevin owen samy zayn omos seth rollins becky lynch austin theory,Edge,,-0.23076923076923078,Negative
finished awintergrave reminded edge darkness part good plot flitting told story detail haunting location scene loved eva waiting year cornwall,Edge,,0.7,Positive
counterpoint didnt like jalen carter probably felt undersized edge getting sack rookie edge last season wasnt great idea,Edge,,0.4,Positive
excited announce strategic partnership zksyncpad cuttingedge launchpad forefront zksync era ecosystem dedicated launching innovative crypto project zksync network zksyncpad unlocks future,Edge,,0.2916666666666667,Positive
yeah like finn balor edge dolph ziggler rey list go aint heavyweight name championship,Edge,,0.0,Neutral
yeah like finn balor edge dolph ziggler rey list go aint heavyweight name championship,Edge,aint ufcboxing,0.0,Neutral
talked player say love alabama building great relationship jordan ross eyeing tuscaloosa ross talk commitment timeline upcoming oregon visit,Edge,,0.65,Positive
vangogh day edge wheatfield poppy spring oil canvas pasteboard frederic hamilton collection bequeathed denver art museum,Edge,,0.0,Neutral
got love spiderman lemonade flavor,Edge,,0.5,Positive
launched joint bachelor education technology engineering graphic bed teg year programme qualify teacher three subject postprimary level place cutting edge international education,Edge,,-0.19166666666666665,Negative
