cleaned_tweet,product,reply,Polarity,Sentiment
always fifteen year old rule fifteen year old retro anything made xbox wii retro retro wii retro,Xbox,,0.1,Positive
save date may redfall launch celebration arkane austin watch win custom redfall xbox series amp controller sweepstakes,Xbox,,0.8,Positive
hour issue glory time life,Xbox,,0.0,Neutral
pcxbox yes even migthty power mite well take delucions next level,Xbox,,0.0,Neutral
adventurer pearl shop updated featured item include salanar outfit maegu springbreeze pack heptapremium pack full info bdc xbox psn,Xbox,,0.35,Positive
need xbox chall,Xbox,,0.0,Neutral
video game attention check whats new week xbox,Xbox,,-0.13181818181818183,Negative
giveaway alert win copy dead island winner enter follow like tweet choose xbox giveaway end giveaway giveawayalert gamingcommunity gaming,Xbox,,0.30000000000000004,Positive
actually xbox recording app cooked,Xbox,,0.0,Neutral
yep xbox desire one sold make even wan na certain game constant gamepass begging pathetic gon na cost xbox future release,Xbox,,-0.23095238095238094,Negative
happy drill day break xbox controller coffee table man drop,Xbox,,0.8,Positive
sooo gaming industry ppl follow hav reporting starwarsjedisurvivor buggy mess month sure ppl surprised barely playable launch many crash launch others wait til break xbox,Xbox,,0.195,Positive
he xbox minute left badge,Xbox,,0.0,Neutral
jimbo nearly year experience working sony he good business seeing good bragging phil spencer playing game doesnt help xbox,Xbox,,0.275,Positive
hell ride along side xbox console tier one commentary weve got one last race together championship decider going big finale,Xbox,,0.0,Neutral
wan na play survivor xbox still hasnt arrived yet ill probably get birthday july,Xbox,,-0.35,Negative
gameloft would actually good get adapt hollywood mobile could xbox ip,Xbox,,0.7,Positive
xbox series,Xbox,,0.0,Neutral
join hour edt pdt brand new episode xbox two podcast xbox watch,Xbox,,0.13636363636363635,Positive
xbox,Xbox,,0.0,Neutral
relative amount console sold statement look really bad xbox based sale bad consider playstation double console,Xbox,,-0.3499999999999999,Negative
xboxfreecodefriday winner also getting code teslagrad available xbox one xbox series,Xbox,,0.4,Positive
pretending quick look profile show bashing everything playstation praising everything xbox fan boy say instead coward,Xbox,,0.3333333333333333,Positive
guy need port game xbox,Xbox,,-0.4,Negative
pollfeeling like jedi survivor surviving win copy new star war jedi survivor game xsteam rtlike follow get ready battle jedisurvivor starwars giveaway,Xbox,,0.18409090909090908,Positive
sure youve visited site yet list xbox one switch sure one work maybe give shot,Xbox,,0.5,Positive
star war jedi survivor giveaway xbox playstation release friday enter must follow comment platform amp like game huge mark word jedisurvivor starwarsjedisurvivor,Xbox,,2.7755575615628914e-17,Positive
yall notice sony tell show many playstation plus subscriber microsoft wont gamepass banana tailpipe strategy xbox,Xbox,,0.5,Positive
hey osint osintforgood xbox gamertag search engine especially xbox tracker useful tool easily lookup anyones xbox live profile microsoft xbox gaming gamers,Xbox,,0.21742424242424244,Positive
join hour edt pdt brand new episode xbox two podcast xbox watch,Xbox,,0.13636363636363635,Positive
need xbox chall,Xbox,,0.0,Neutral
old xbox halo skin ironically hand kid grew play world tank yip bout,Xbox,,0.1,Positive
alpha skipahead xboxinsiders getting new update today blog post linked info everything tracking,Xbox,,0.13636363636363635,Positive
join hour edt pdt brand new episode xbox two podcast xbox watch,Xbox,,0.13636363636363635,Positive
ireland xbox mood,Xbox,,0.0,Neutral
start living wonderful life forgotten valley june weave generationspanning tale story season wonderful life switch xbox sosawl,Xbox,,1.0,Positive
point buy new game dont play buy play theyre almost always cheaper one one day might buy xbox copy buy nothing switch unless exclusive,Xbox,,-0.13181818181818183,Negative
really like style hit gen pokémon vibe well,Xbox,,0.2,Positive
hammerwatch chronicle edition switch xbox physical release preorder amazon best buy gamestop target includes hammerwatch anniversary edition anniversary pack additional voice pack additional hero facial item,Xbox,,0.3333333333333333,Positive
forget spring cleaning time spring giving kudos spring giveaway weve got sort goody grab xbox steam gift card dont miss chance win springgiveaway xboxgamer giveawayalert,Xbox,,0.8,Positive
join xbox insider program today help shape future xbox game playtests xboxone preview update feature still development check faq detail,Xbox,,-0.2,Negative
